"","CommonName_English","ScientificName","Phylum","Class","Order","Family","assessment_id","assessment_date","red_list_category_code","red_list_category_version","criteria_Listed","criteria_V3.1","NumberOfCountriesExtant","PopulationTrend","ContDec_Population","ContDec_Area","ContDec_Location","ContDec_EOO","ContDec_AOO","ContDec_Subpopulation","AreaRestricted","AOO","EOO","PopulationSize","LocationNumber","Risk","Endemic","Decline","Restriction","Priority1_PS","Priority1_Rank","Priority2_PS","Priority2_Rank"
"327",NA,"Scutiger muliensis","CHORDATA","AMPHIBIA","ANURA","MEGOPHRYIDAE",63866280,2019-06-20,"EN","3.1","B1ab(iii)","B1ab(iii)",1,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,"2860",NA,"1",2,10,2,6,240,320,120,NA
"328",NA,"Scutiger jiulongensis","CHORDATA","AMPHIBIA","ANURA","MEGOPHRYIDAE",63866709,2019-06-20,"EN","3.1","B1ab(iii)","B1ab(iii)",1,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,"2664.40",NA,"1",2,10,2,6,240,320,120,NA
"329","Anlung Odorous Frog","Odorrana anlungensis","CHORDATA","AMPHIBIA","ANURA","RANIDAE",63874309,2019-06-21,"EN","3.1","B1ab(iii)","B1ab(iii)",1,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,"2809.08",NA,"1",2,10,2,6,240,320,120,NA
"330","Spineless Stream Toad","Bufo aspinius","CHORDATA","AMPHIBIA","ANURA","BUFONIDAE",63879033,2019-06-21,"EN","3.1","B1ab(iii)","B1ab(iii)",1,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,"1335.11",NA,"1",2,10,2,6,240,320,120,NA
"331","Siberian Salamande","Ranodon sibiricus","CHORDATA","AMPHIBIA","CAUDATA","HYNOBIIDAE",63879814,2022-01-14,"EN","3.1","A2cd","A2cd",2,"Decreasing","Yes","Yes","Yes","Yes",NA,"Yes",NA,NA,"5959",NA,"4",2,5,6,4,240,320,60,NA
"332","Kadoories’ Cave Gecko","Goniurosaurus kadoorieorum","CHORDATA","REPTILIA","SQUAMATA","EUBLEPHARIDAE",98392537,2019-06-20,"EN","3.1","B1ab(iii)","B1ab(iii)",1,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,"4000",NA,"1",2,10,2,6,240,320,120,NA
"333","Zhe-long’s Leopard Gecko","Goniurosaurus zhelongi","CHORDATA","REPTILIA","SQUAMATA","EUBLEPHARIDAE",98393729,2018-05-10,"EN","3.1","B1ab(v)","B1ab(v)",1,"Decreasing","Yes",NA,NA,NA,NA,NA,NA,NA,"640",NA,"1",2,10,2,6,240,320,120,NA
"334",NA,"Cycas chenii","TRACHEOPHYTA","CYCADOPSIDA","CYCADALES","CYCADACEAE",103632285,2020-04-23,"EN","3.1","B1ab(iii,v)","B1ab(iii,v)",1,"Decreasing","Yes","Yes",NA,NA,NA,NA,NA,NA,"4441","500-1000","5-7",2,10,2,6,240,320,120,NA
"335","Zhijin Warty Newt","Paramesotriton zhijinensis","CHORDATA","AMPHIBIA","CAUDATA","SALAMANDRIDAE",122172337,2019-06-21,"EN","3.1","B1ab(iii)","B1ab(iii)",1,"Decreasing",NA,"Yes",NA,NA,NA,NA,NA,NA,"358",NA,"1",2,10,2,6,240,320,120,NA
"336","Rufous-backed Bunting","Emberiza jankowskii","CHORDATA","AVES","PASSERIFORMES","EMBERIZIDAE",132004685,2018-08-09,"EN","3.1","A2bc+3bc+4bc","A2bc+3bc+4bc",3,"Decreasing","Yes","Yes","Yes","Yes","Yes","Yes","No",NA,"25800","250-999","2-5",2,3.33333333333333,6,6,240,320,40,NA
